city_ascii;province_id;province_name;lat;lng;population;density
Laval;QC;Quebec;45.5833;-73.75;422993;1710.9
Halifax;NS;Nova Scotia;44.6475;-63.5906;403131;73.4
London;ON;Ontario;42.9836;-81.2497;383822;913.1
Victoria;BC;British Columbia;48.4283;-123.3647;335696;4406.3
Markham;ON;Ontario;43.8767;-79.2633;328966;1549.2
St. Catharines;ON;Ontario;43.1833;-79.2333;309319;1384.8
Niagara Falls;ON;Ontario;43.06;-79.1067;308596;419.9
Vaughan;ON;Ontario;43.8333;-79.5;306233;1119.4
Gatineau;QC;Quebec;45.4833;-75.65;276245;773.7
Windsor;ON;Ontario;42.2833;-83;276165;1484.3
Saskatoon;SK;Saskatchewan;52.1333;-106.6833;246376;1080
Longueuil;QC;Quebec;45.5333;-73.5167;239700;2002
Burnaby;BC;British Columbia;49.2667;-122.9667;232755;2568.7
Regina;SK;Saskatchewan;50.4547;-104.6067;215106;1195.2
Richmond;BC;British Columbia;49.1667;-123.1333;198309;1534.1
Richmond Hill;ON;Ontario;43.8667;-79.4333;195022;1928.8
Oakville;ON;Ontario;43.45;-79.6833;193832;1314.2
Burlington;ON;Ontario;43.3167;-79.8;183314;946.8
Barrie;ON;Ontario;44.3711;-79.6769;172657;1428
Oshawa;ON;Ontario;43.9;-78.85;166000;1027
Sherbrooke;QC;Quebec;45.4;-71.9;161323;456
Saguenay;QC;Quebec;48.4167;-71.0667;144746;128.5
Levis;QC;Quebec;46.8;-71.1833;143414;319.4
Kelowna;BC;British Columbia;49.8881;-119.4956;142146;601.3
Abbotsford;BC;British Columbia;49.05;-122.3167;141397;376.5
Coquitlam;BC;British Columbia;49.2839;-122.7919;139284;1138.9
Trois-Rivieres;QC;Quebec;46.35;-72.55;134413;1581.2
Guelph;ON;Ontario;43.55;-80.25;131794;1511.1
Cambridge;ON;Ontario;43.3972;-80.3114;129920;1149.6
Whitby;ON;Ontario;43.8833;-78.9417;128377;876.1
Ajax;ON;Ontario;43.8583;-79.0364;119677;1634.2
Langley;BC;British Columbia;49.1044;-122.5827;117285;380.8
Saanich;BC;British Columbia;48.484;-123.381;114148;1099.9
Terrebonne;QC;Quebec;45.7;-73.6333;111575;687.1
Milton;ON;Ontario;43.5083;-79.8833;110128;230.11
St. John's;NL;Newfoundland and Labrador;47.4817;-52.7971;108860;244.1
Moncton;NB;New Brunswick;46.1328;-64.7714;108620;506
Thunder Bay;ON;Ontario;48.3822;-89.2461;107909;330.1
Dieppe;NB;New Brunswick;46.0989;-64.7242;107068;469.6
Waterloo;ON;Ontario;43.4667;-80.5167;104986;1520.7
Delta;BC;British Columbia;49.0847;-123.0586;102238;567.4
Chatham;ON;Ontario;42.4229;-82.1324;101647;41.4
Red Deer;AB;Alberta;52.2681;-113.8111;100418;958.8
Kamloops;BC;British Columbia;50.6761;-120.3408;100046;301.7
Brantford;ON;Ontario;43.1667;-80.25;97496;1345.9
Cape Breton;NS;Nova Scotia;46.1389;-60.1931;94285;38.8
Lethbridge;AB;Alberta;49.6942;-112.8328;92729;759.5
Saint-Jean-sur-Richelieu;QC;Quebec;45.3167;-73.2667;92394;419.7
Clarington;ON;Ontario;43.935;-78.6083;92013;138.3
Pickering;ON;Ontario;43.8354;-79.089;91771;383.1
Nanaimo;BC;British Columbia;49.1642;-123.9364;90504;918
Sudbury;ON;Ontario;46.49;-81.01;88054;49.7
North Vancouver;BC;British Columbia;49.3641;-123.0066;85935;534.6
Brossard;QC;Quebec;45.4667;-73.45;85721;1896
Repentigny;QC;Quebec;45.7333;-73.4667;84965;1395.4
Newmarket;ON;Ontario;44.05;-79.4667;84224;2190.5
Chilliwack;BC;British Columbia;49.1577;-121.9509;83788;320.2
White Rock;BC;British Columbia;49.025;-122.8028;82368;3893.1
Maple Ridge;BC;British Columbia;49.2167;-122.6;82256;308.3
Peterborough;ON;Ontario;44.3;-78.3167;82094;1261.2
Kawartha Lakes;ON;Ontario;44.35;-78.75;75423;24.5
Prince George;BC;British Columbia;53.9169;-122.7494;74003;232.5
Sault Ste. Marie;ON;Ontario;46.5333;-84.35;73368;328.6
Sarnia;ON;Ontario;42.9994;-82.3089;71594;434.3
Wood Buffalo;AB;Alberta;57.6042;-111.3284;71589;1.2
New Westminster;BC;British Columbia;49.2069;-122.9111;70996;4543.4
Chateauguay;QC;Quebec;45.38;-73.75;70812;1278.9
Saint-Jerome;QC;Quebec;45.7833;-74;69598;756.3
Drummondville;QC;Quebec;45.8833;-72.4833;68601;1315.4
Saint John;NB;New Brunswick;45.2806;-66.0761;67575;213.8
Caledon;ON;Ontario;43.8667;-79.8667;66502;96.6
St. Albert;AB;Alberta;53.6303;-113.6258;65589;1353.9
Granby;QC;Quebec;45.4;-72.7333;63433;415.3
Medicine Hat;AB;Alberta;50.0417;-110.6775;63260;564.6
Grande Prairie;AB;Alberta;55.1708;-118.7947;63166;475.9
St. Thomas;ON;Ontario;42.775;-81.1833;61707;1067.3
Airdrie;AB;Alberta;51.2917;-114.0144;61581;728.2
Halton Hills;ON;Ontario;43.63;-79.95;61161;221.4
Saint-Hyacinthe;QC;Quebec;45.6167;-72.95;59614;294.5
Lac-Brome;QC;Quebec;45.2167;-72.5167;58889;27.3
Port Coquitlam;BC;British Columbia;49.2625;-122.7811;58612;2009.4
Fredericton;NB;New Brunswick;45.9636;-66.6431;58220;439.2
Blainville;QC;Quebec;45.67;-73.88;56363;1030.9
Aurora;ON;Ontario;44;-79.4667;55445;1112.3
Welland;ON;Ontario;42.9833;-79.2333;52293;645.3
North Bay;ON;Ontario;46.3;-79.45;51553;161.6
Beloeil;QC;Quebec;45.5667;-73.2;50796;862.8
Belleville;ON;Ontario;44.1667;-77.3833;50716;205.1
Mirabel;QC;Quebec;45.65;-74.0833;50513;104.1
Shawinigan;QC;Quebec;46.5667;-72.75;50060;68.2
Dollard-des-Ormeaux;QC;Quebec;45.4833;-73.8167;49637;3286.7
Brandon;MB;Manitoba;49.8483;-99.95;48859;599.1
Rimouski;QC;Quebec;48.45;-68.53;48664;143.3
Cornwall;ON;Ontario;45.0275;-74.74;46589;756.8
Stouffville;ON;Ontario;43.9667;-79.25;45837;222.3
Georgina;ON;Ontario;44.3;-79.4333;45418;157.8
Victoriaville;QC;Quebec;46.05;-71.9667;45309;516.2
Vernon;BC;British Columbia;50.267;-119.272;44600;417.7
Duncan;BC;British Columbia;48.7787;-123.7079;44451;2387.1
Saint-Eustache;QC;Quebec;45.57;-73.9;44154;634.3
Quinte West;ON;Ontario;44.1833;-77.5667;43577;88.2
Charlottetown;PE;Prince Edward Island;46.2403;-63.1347;42602;779.7
Mascouche;QC;Quebec;45.75;-73.6;42491;398.4
West Vancouver;BC;British Columbia;49.3667;-123.1667;42473;486.8
Salaberry-de-Valleyfield;QC;Quebec;45.25;-74.13;42410;395.5
Rouyn-Noranda;QC;Quebec;48.2333;-79.0167;42334;7
Timmins;ON;Ontario;48.4667;-81.3333;41788;14
Sorel-Tracy;QC;Quebec;46.0333;-73.1167;41629;241.1
New Tecumseth;ON;Ontario;44.0833;-79.75;41439;151.1
Woodstock;ON;Ontario;43.1306;-80.7467;40902;835.3
Boucherville;QC;Quebec;45.6;-73.45;40753;575.5
Mission;BC;British Columbia;49.1337;-122.3112;38833;170.6
Vaudreuil-Dorion;QC;Quebec;45.4;-74.0333;38117;524.1
Brant;ON;Ontario;43.1167;-80.3667;36707;43.5
Lakeshore;ON;Ontario;42.2399;-82.6511;36611;69
Innisfil;ON;Ontario;44.3;-79.5833;36566;139.2
Prince Albert;SK;Saskatchewan;53.2;-105.75;35926;534.4
Langford Station;BC;British Columbia;48.4506;-123.5058;35342;885
Bradford West Gwillimbury;ON;Ontario;44.1333;-79.6333;35325;175.7
Campbell River;BC;British Columbia;50.0244;-125.2475;35138;1143.9
Spruce Grove;AB;Alberta;53.545;-113.9008;34066;1057.9
Moose Jaw;SK;Saskatchewan;50.3933;-105.5519;33890;710.7
Penticton;BC;British Columbia;49.4911;-119.5886;33761;801.8
Port Moody;BC;British Columbia;49.2831;-122.8317;33551;1295.9
Leamington;ON;Ontario;42.0667;-82.5833;32991;105.3
East Kelowna;BC;British Columbia;49.8625;-119.5833;32655;264.4
Cote-Saint-Luc;QC;Quebec;45.4687;-73.6673;32448;4662.5
Val-d'Or;QC;Quebec;48.1;-77.7833;31862;9
Owen Sound;ON;Ontario;44.5667;-80.9333;31820;1311.1
Stratford;ON;Ontario;43.3708;-80.9819;31465;1167.5
Lloydminster;SK;Saskatchewan;53.2783;-110.005;31410;742.2
Pointe-Claire;QC;Quebec;45.45;-73.8167;31380;1662
Orillia;ON;Ontario;44.6;-79.4167;31166;1090.3
Alma;QC;Quebec;48.55;-71.65;30904;158
Orangeville;ON;Ontario;43.9167;-80.1167;30734;69.3
Fort Erie;ON;Ontario;42.9167;-79.0167;30710;184.7
LaSalle;ON;Ontario;42.2167;-83.0667;30180;461.8
Sainte-Julie;QC;Quebec;45.5833;-73.3333;30104;607.8
Leduc;AB;Alberta;53.2594;-113.5492;29993;706.7
North Cowichan;BC;British Columbia;48.8236;-123.7192;29676;147.3
Chambly;QC;Quebec;45.4311;-73.2873;29120;1158.7
Okotoks;AB;Alberta;50.725;-113.975;28881;1471
Sept-Iles;QC;Quebec;50.2167;-66.3833;28534;16.1
Centre Wellington;ON;Ontario;43.7;-80.3667;28191;69.2
Saint-Constant;QC;Quebec;45.37;-73.57;27359;478.9
Grimsby;ON;Ontario;43.2;-79.55;27314;396.3
Boisbriand;QC;Quebec;45.62;-73.83;26884;966.5
Conception Bay South;NL;Newfoundland and Labrador;47.5167;-52.9833;26199;443.3
Saint-Bruno-de-Montarville;QC;Quebec;45.5333;-73.35;26107;603.3
Sainte-Therese;QC;Quebec;45.6333;-73.85;26025;2716.1
Cochrane;AB;Alberta;51.189;-114.467;25853;866.7
Thetford Mines;QC;Quebec;46.1;-71.3;25709;113.3
Courtenay;BC;British Columbia;49.6878;-124.9944;25599;789.9
Magog;QC;Quebec;45.2667;-72.15;25358;175.9
Whitehorse;YT;Yukon;60.7029;-135.0691;25085;60.2
Woolwich;ON;Ontario;43.5667;-80.4833;25006;76.7
Clarence-Rockland;ON;Ontario;45.4833;-75.2;24512;82.3
Fort Saskatchewan;AB;Alberta;53.7128;-113.2133;24149;501.3
East Gwillimbury;ON;Ontario;44.1333;-79.4167;23991;97.9
Lincoln;ON;Ontario;43.13;-79.43;23787;146.1
La Prairie;QC;Quebec;45.42;-73.5;23357;539.7
Tecumseh;ON;Ontario;42.2431;-82.9256;23229;245.4
Mount Pearl Park;NL;Newfoundland and Labrador;47.5189;-52.8058;22957;1456.8
Amherstburg;ON;Ontario;42.1;-83.0833;21936;118.2
Saint-Lambert;QC;Quebec;45.5;-73.5167;21861;2880.6
Brockville;ON;Ontario;44.5833;-75.6833;21854;1167.8
Collingwood;ON;Ontario;44.5;-80.2167;21793;645.1
Scugog;ON;Ontario;44.09;-78.936;21617;45.4
Kingsville;ON;Ontario;42.1;-82.7167;21552;87.3
Baie-Comeau;QC;Quebec;49.2167;-68.15;21536;64
Paradise;NL;Newfoundland and Labrador;47.5333;-52.8667;21389;731.5
Uxbridge;ON;Ontario;44.1167;-79.1333;21176;45.6
Essa;ON;Ontario;44.25;-79.7833;21083;75.3
Candiac;QC;Quebec;45.38;-73.52;21047;1215.8
Oro-Medonte;ON;Ontario;44.5667;-79.5833;21036;35.8
Varennes;QC;Quebec;45.6833;-73.4333;20994;226.9
Strathroy-Caradoc;ON;Ontario;42.9575;-81.6167;20867;77.1
Wasaga Beach;ON;Ontario;44.5206;-80.0167;20675;352.6
New Glasgow;NS;Nova Scotia;45.5926;-62.6455;20609;911.6
Wilmot;ON;Ontario;43.4;-80.65;20545;77.9
Essex;ON;Ontario;42.0833;-82.9;20427;73.5
Fort St. John;BC;British Columbia;56.2465;-120.8476;20155;820.2
Kirkland;QC;Quebec;45.45;-73.8667;20151;2204.4
L'Assomption;QC;Quebec;45.8333;-73.4167;20065;202.9
Westmount;QC;Quebec;45.4833;-73.6;19931;4952.8
Saint-Lazare;QC;Quebec;45.4;-74.1333;19889;289.6
Chestermere;AB;Alberta;51.05;-113.8225;19887;603.8
Huntsville;ON;Ontario;45.3333;-79.2167;19816;27.9
Corner Brook;NL;Newfoundland and Labrador;48.9287;-57.926;19806;133.6
Riverview;NB;New Brunswick;46.0613;-64.8052;19667;554.8
Lloydminster;AB;Alberta;53.2807;-110.035;19645;817.3
Joliette;QC;Quebec;46.0167;-73.45;19621;860.3
Yellowknife;NT;Northwest Territories;62.4709;-114.4053;19569;185.5
Squamish;BC;British Columbia;49.7017;-123.1589;19512;186.1
Mont-Royal;QC;Quebec;45.5161;-73.6431;19503;2545.3
Riviere-du-Loup;QC;Quebec;47.8333;-69.5333;19447;230.9
Cobourg;ON;Ontario;43.9667;-78.1667;19440;869.3
Cranbrook;BC;British Columbia;49.5097;-115.7667;19259;604.7
Beaconsfield;QC;Quebec;45.4333;-73.8667;19115;1752.6
Springwater;ON;Ontario;44.4333;-79.7333;19059;35.5
Dorval;QC;Quebec;45.45;-73.75;18980;839.2
Thorold;ON;Ontario;43.1167;-79.2;18801;226.5
Camrose;AB;Alberta;53.0167;-112.8333;18742;439.8
South Frontenac;ON;Ontario;44.5081;-76.4939;18646;19.2
Pitt Meadows;BC;British Columbia;49.2333;-122.6833;18573;214.7
Port Colborne;ON;Ontario;42.8833;-79.25;18306;150.1
Quispamsis;NB;New Brunswick;45.4322;-65.9462;18245;318.9
Mont-Saint-Hilaire;QC;Quebec;45.5622;-73.1917;18200;410.9
Bathurst;NB;New Brunswick;47.62;-65.65;18154;129.3
Saint-Augustin-de-Desmaures;QC;Quebec;46.7333;-71.4667;18141;211.5
Oak Bay;BC;British Columbia;48.4264;-123.3228;18094;1717.7
Sainte-Marthe-sur-le-Lac;QC;Quebec;45.53;-73.93;18074;2066.7
Salmon Arm;BC;British Columbia;50.7022;-119.2722;17706;144
Port Alberni;BC;British Columbia;49.2339;-124.805;17678;894.6
Esquimalt;BC;British Columbia;48.4306;-123.4147;17655;2494.7
Deux-Montagnes;QC;Quebec;45.5333;-73.8833;17553;2850.1
Miramichi;NB;New Brunswick;47.0196;-65.5072;17537;97.7
Niagara-on-the-Lake;ON;Ontario;43.2553;-79.0717;17511;131.8
Saint-Lin--Laurentides;QC;Quebec;45.85;-73.7667;17463;147.3
Beaumont;AB;Alberta;53.3572;-113.4147;17396;1661.1
Middlesex Centre;ON;Ontario;43.05;-81.45;17262;29.4
Inverness;NS;Nova Scotia;46.2;-61.1;17235;4.5
Stony Plain;AB;Alberta;53.5264;-114.0069;17189;481.2
Petawawa;ON;Ontario;45.9;-77.2833;17187;103.1
Pelham;ON;Ontario;43.0333;-79.3333;17110;135.3
Selwyn;ON;Ontario;44.4167;-78.3333;17060;54
Loyalist;ON;Ontario;44.25;-76.75;16971;49.8
Midland;ON;Ontario;44.75;-79.8833;16864;477.3
Colwood;BC;British Columbia;48.4236;-123.4958;16859;954.2
Central Saanich;BC;British Columbia;48.5142;-123.3839;16814;406.8
Sainte-Catherine;QC;Quebec;45.4;-73.58;16762;1764.1
Port Hope;ON;Ontario;43.95;-78.3;16753;60.1
L'Ancienne-Lorette;QC;Quebec;46.8;-71.35;16745;2193.6
Saint-Basile-le-Grand;QC;Quebec;45.5333;-73.2833;16736;463.6
Swift Current;SK;Saskatchewan;50.2881;-107.7939;16604;566.5
Edmundston;NB;New Brunswick;47.3765;-68.3253;16580;155.2
Russell;ON;Ontario;45.2569;-75.3583;16520;83
North Grenville;ON;Ontario;44.9667;-75.65;16451;46.7
Yorkton;SK;Saskatchewan;51.2139;-102.4628;16343;449.9
Tracadie;NB;New Brunswick;47.5124;-64.9101;16114;31.2
Bracebridge;ON;Ontario;45.0333;-79.3;16010;25.5
Greater Napanee;ON;Ontario;44.25;-76.95;15892;34.5
Tillsonburg;ON;Ontario;42.8667;-80.7333;15872;710.8
Steinbach;MB;Manitoba;49.5258;-96.6839;15829;618.6
Hanover;MB;Manitoba;49.4433;-96.8492;15733;21.2
Terrace;BC;British Columbia;54.5164;-128.5997;15723;212.7
Springfield;MB;Manitoba;49.9292;-96.6939;15342;13.9
Gaspe;QC;Quebec;48.8333;-64.4833;15163;13.5
Kenora;ON;Ontario;49.7667;-94.4833;15096;71.3
Cold Lake;AB;Alberta;54.4642;-110.1825;14961;249.7
Summerside;PE;Prince Edward Island;46.4;-63.7833;14829;520.5
Comox;BC;British Columbia;49.6733;-124.9022;14828;838.2
Sylvan Lake;AB;Alberta;52.3083;-114.0964;14816;634.2
Pincourt;QC;Quebec;45.3833;-73.9833;14558;2048.1
West Lincoln;ON;Ontario;43.0667;-79.5667;14500;37.4
Matane;QC;Quebec;48.85;-67.5333;14462;74
Brooks;AB;Alberta;50.5642;-111.8989;14451;777.3
Sainte-Anne-des-Plaines;QC;Quebec;45.7617;-73.8204;14421;154.1
West Nipissing / Nipissing Ouest;ON;Ontario;46.3667;-79.9167;14364;7.2
Rosemere;QC;Quebec;45.6369;-73.8;14294;1326.9
Mistassini;QC;Quebec;48.8229;-72.2154;14250;48.2
Grand Falls;NL;Newfoundland and Labrador;48.9578;-55.6633;14171;259.2
Clearview;ON;Ontario;44.3981;-80.0742;14151;25.4
St. Clair;ON;Ontario;42.7833;-82.35;14086;22.8
Canmore;AB;Alberta;51.089;-115.359;13992;201.5
North Battleford;SK;Saskatchewan;52.7575;-108.2861;13888;414
Pembroke;ON;Ontario;45.8167;-77.1;13882;953.3
Mont-Laurier;QC;Quebec;46.55;-75.5;13779;23.3
Strathmore;AB;Alberta;51.0378;-113.4003;13756;502
Saugeen Shores;ON;Ontario;44.4333;-81.3667;13715;80.2
Thompson;MB;Manitoba;55.7433;-97.8553;13678;657.91
Lavaltrie;QC;Quebec;45.8833;-73.2833;13657;199.7
High River;AB;Alberta;50.5808;-113.8744;13584;635.1
Severn;ON;Ontario;44.75;-79.5167;13477;24.5
Sainte-Sophie;QC;Quebec;45.82;-73.9;13375;120.2
Saint-Charles-Borromee;QC;Quebec;46.05;-73.4667;13321;715
Portage La Prairie;MB;Manitoba;49.9728;-98.2919;13304;539.1
Thames Centre;ON;Ontario;43.03;-81.08;13191;30.4
Mississippi Mills;ON;Ontario;45.2167;-76.2;13163;25.3
Powell River;BC;British Columbia;49.8353;-124.5247;13157;444.1
South Glengarry;ON;Ontario;45.2;-74.5833;13150;21.7
North Perth;ON;Ontario;43.73;-80.95;13130;26.6
Mercier;QC;Quebec;45.32;-73.75;13115;284.6
South Stormont;ON;Ontario;45.0833;-74.9667;13110;28.2
Saint-Colomban;QC;Quebec;45.73;-74.13;13080;139.8
Lacombe;AB;Alberta;52.4683;-113.7369;13057;627.5
Sooke;BC;British Columbia;48.3761;-123.7378;13001;229.6
Dawson Creek;BC;British Columbia;55.7606;-120.2356;12978;475.4
Lake Country;BC;British Columbia;50.0833;-119.4142;12922;105.8
Trent Hills;ON;Ontario;44.3142;-77.8514;12900;25.2
Sainte-Marie;QC;Quebec;46.45;-71.0333;12889;120.3
Guelph/Eramosa;ON;Ontario;43.63;-80.22;12854;44.1
Truro;NS;Nova Scotia;45.3647;-63.28;12826;355.5
Amos;QC;Quebec;48.5667;-78.1167;12823;29.8
The Nation / La Nation;ON;Ontario;45.35;-75.0333;12808;19.5
Ingersoll;ON;Ontario;43.0392;-80.8836;12757;1000.7
Winkler;MB;Manitoba;49.1817;-97.9397;12660;740.5
Wetaskiwin;AB;Alberta;52.9694;-113.3769;12655;691.1
Central Elgin;ON;Ontario;42.7667;-81.1;12607;45
Lachute;QC;Quebec;45.65;-74.3333;12551;114.9
West Grey;ON;Ontario;44.1833;-80.8167;12518;14.3
Parksville;BC;British Columbia;49.315;-124.312;12514;854.6
Cowansville;QC;Quebec;45.2;-72.75;12489;271
Becancour;QC;Quebec;46.3333;-72.4333;12438;28.2
Gravenhurst;ON;Ontario;44.9167;-79.3667;12311;23.8
Perth East;ON;Ontario;43.47;-80.95;12261;17.2
Prince Rupert;BC;British Columbia;54.3122;-130.3271;12220;227.7
Prevost;QC;Quebec;45.87;-74.08;12171;347.2
Sainte-Adele;QC;Quebec;45.95;-74.13;12137;100.4
Kentville;NS;Nova Scotia;45.0775;-64.4958;12088;363.3
Beauharnois;QC;Quebec;45.32;-73.87;12011;173.9
Les Iles-de-la-Madeleine;QC;Quebec;47.3833;-61.8667;12010;69.5
Wellington North;ON;Ontario;43.9;-80.57;11914;22.6
St. Andrews;MB;Manitoba;50.27;-96.9747;11913;15.8
Carleton Place;ON;Ontario;45.1333;-76.1333;11901;1176.2
Whistler;BC;British Columbia;50.1208;-122.9544;11854;49.3
Brighton;ON;Ontario;44.1222;-77.7642;11844;43.2
Tiny;ON;Ontario;44.6833;-79.95;11787;35
Gander;NL;Newfoundland and Labrador;48.9569;-54.6089;11688;112.1
Sidney;BC;British Columbia;48.6506;-123.3986;11672;2290.7
Rothesay;NB;New Brunswick;45.3831;-65.9969;11659;335.8
Brock;ON;Ontario;44.3167;-79.0833;11642;27.5
Summerland;BC;British Columbia;49.6006;-119.6778;11615;156.8
Val-des-Monts;QC;Quebec;45.65;-75.6667;11582;26.2
Tache;MB;Manitoba;49.7081;-96.6736;11568;19.9
Montmagny;QC;Quebec;46.9833;-70.55;11491;91.1
Erin;ON;Ontario;43.7667;-80.0667;11439;38.4
Kincardine;ON;Ontario;44.1667;-81.6333;11389;21.2
North Dundas;ON;Ontario;45.0833;-75.35;11278;22.4
Wellesley;ON;Ontario;43.55;-80.7167;11260;40.5
Estevan;SK;Saskatchewan;49.1392;-102.9861;11258;586.6
North Saanich;BC;British Columbia;48.6142;-123.42;11249;301.8
Warman;SK;Saskatchewan;52.3219;-106.5842;11020;844.6
La Tuque;QC;Quebec;48.0652;-74.0528;11001;0.4
Norwich;ON;Ontario;42.9833;-80.6;11001;25.5
Meaford;ON;Ontario;44.58;-80.73;10991;18.7
Adjala-Tosorontio;ON;Ontario;44.1333;-79.9333;10975;29.5
Hamilton Township;ON;Ontario;44.054;-78.2164;10942;42.7
St. Clements;MB;Manitoba;50.2689;-96.6742;10876;14.9
Saint-Amable;QC;Quebec;45.65;-73.3;10870;296.3
Weyburn;SK;Saskatchewan;49.6611;-103.8525;10870;688.8
South Dundas;ON;Ontario;44.9167;-75.2667;10833;20.8
L'Ile-Perrot;QC;Quebec;45.3833;-73.95;10756;1955.6
Notre-Dame-de-l'Ile-Perrot;QC;Quebec;45.3667;-73.9333;10756;386.9
Williams Lake;BC;British Columbia;52.1294;-122.1383;10753;327
Elliot Lake;ON;Ontario;46.3833;-82.65;10741;15.9
Cantley;QC;Quebec;45.5667;-75.7833;10699;83.4
Nelson;BC;British Columbia;49.5;-117.2833;10664;1552.3
Lambton Shores;ON;Ontario;43.1833;-81.9;10631;32.1
Mapleton;ON;Ontario;43.7358;-80.6681;10527;19.7
Georgian Bluffs;ON;Ontario;44.65;-81.0333;10479;17.3
Rawdon;QC;Quebec;46.05;-73.7167;10416;55.7
Campbellton;NB;New Brunswick;48.005;-66.6731;10411;370.5
View Royal;BC;British Columbia;48.4517;-123.4339;10408;724.8
Coldstream;BC;British Columbia;50.22;-119.2481;10314;155.6
Chester;NS;Nova Scotia;44.65;-64.3;10310;9.2
Queens;NS;Nova Scotia;44.0333;-64.7167;10307;4.3
Selkirk;MB;Manitoba;50.1436;-96.8839;10278;413.4
Saint-Felicien;QC;Quebec;48.65;-72.45;10278;28.3
Hawkesbury;ON;Ontario;45.6;-74.6;10263;1067.3
Roberval;QC;Quebec;48.52;-72.23;10227;66.8
Sainte-Agathe-des-Monts;QC;Quebec;46.05;-74.28;10223;78.6
North Dumfries;ON;Ontario;43.32;-80.38;10215;54.5
Rideau Lakes;ON;Ontario;44.6667;-76.2167;10207;14
Sechelt;BC;British Columbia;49.4742;-123.7542;10200;212.9
North Glengarry;ON;Ontario;45.3333;-74.7333;10109;15.7
South Huron;ON;Ontario;43.32;-81.5;10096;23.4
Marieville;QC;Quebec;45.4333;-73.1667;10094;160.8
Tay;ON;Ontario;44.7167;-79.7667;10033;72.1
Temiskaming Shores;ON;Ontario;47.5167;-79.6833;9920;55.7
Hinton;AB;Alberta;53.4114;-117.5639;9882;294.8
Saint-Sauveur;QC;Quebec;45.9;-74.17;9881;206.8
Quesnel;BC;British Columbia;52.9784;-122.4927;9879;279.2
Elizabethtown-Kitley;ON;Ontario;44.7;-75.8833;9854;17.7
Morinville;AB;Alberta;53.8022;-113.6497;9848;882.8
Grey Highlands;ON;Ontario;44.3333;-80.5;9804;11.1
Stratford;PE;Prince Edward Island;46.2167;-63.0893;9706;430.8
Alfred and Plantagenet;ON;Ontario;45.5667;-74.9167;9680;24.7
Mont-Tremblant;QC;Quebec;46.1167;-74.6;9646;40.5
Martensville;SK;Saskatchewan;52.2897;-106.6667;9645;1421.2
Saint-Raymond;QC;Quebec;46.9;-71.8333;9615;14.3
Amherst;NS;Nova Scotia;45.8167;-64.2167;9550;779.7
Ramara;ON;Ontario;44.6333;-79.2167;9488;22.7
Bois-des-Filion;QC;Quebec;45.6667;-73.75;9485;2216.2
Leeds and the Thousand Islands;ON;Ontario;44.45;-76.08;9465;15.1
Carignan;QC;Quebec;45.45;-73.3;9462;151.9
Brockton;ON;Ontario;44.1667;-81.2167;9461;16.7
Laurentian Valley;ON;Ontario;45.7681;-77.2239;9387;17
East St. Paul;MB;Manitoba;49.9772;-97.0103;9372;222.6
Lorraine;QC;Quebec;45.6833;-73.7833;9352;1570
Sainte-Julienne;QC;Quebec;45.97;-73.72;9331;94
Blackfalds;AB;Alberta;52.3833;-113.8;9328;567.3
Malahide;ON;Ontario;42.7928;-80.9361;9292;23.5
Oromocto;NB;New Brunswick;45.8488;-66.4788;9223;411
Olds;AB;Alberta;51.7928;-114.1067;9184;615.3
Huron East;ON;Ontario;43.63;-81.28;9138;13.8
Stanley;MB;Manitoba;49.1331;-98.0656;9038;10.8
Penetanguishene;ON;Ontario;44.7667;-79.9333;8962;350.3
Qualicum Beach;BC;British Columbia;49.35;-124.4333;8943;497.4
Notre-Dame-des-Prairies;QC;Quebec;46.05;-73.4333;8868;487.3
West Perth;ON;Ontario;43.47;-81.2;8865;15.3
Cavan Monaghan;ON;Ontario;44.2;-78.4667;8829;28.8
Arnprior;ON;Ontario;45.4333;-76.35;8795;672.7
Smiths Falls;ON;Ontario;44.9;-76.0167;8780;909.1
Pont-Rouge;QC;Quebec;46.75;-71.7;8723;72
Champlain;ON;Ontario;45.5333;-74.65;8706;42
Coaticook;QC;Quebec;45.1333;-71.8;8698;39.6
Minto;ON;Ontario;43.9167;-80.8667;8671;28.8
Morden;MB;Manitoba;49.1919;-98.1006;8668;401
Mono;ON;Ontario;44.0167;-80.0667;8609;31
Corman Park No. 344;SK;Saskatchewan;52.2291;-106.8002;8568;4.5
Ladysmith;BC;British Columbia;48.9975;-123.8203;8537;711.9
Bridgewater;NS;Nova Scotia;44.37;-64.52;8532;625.9
Dauphin;MB;Manitoba;51.1992;-100.0633;8457;670.7
Otterburn Park;QC;Quebec;45.5333;-73.2167;8450;1580.6
Taber;AB;Alberta;49.7847;-112.1508;8428;537.9
South Bruce Peninsula;ON;Ontario;44.7333;-81.2;8416;15.8
Edson;AB;Alberta;53.5817;-116.4344;8414;283.1
Farnham;QC;Quebec;45.2833;-72.9833;8330;90.5
Kapuskasing;ON;Ontario;49.4167;-82.4333;8292;98.3
La Malbaie;QC;Quebec;47.65;-70.15;8271;18
Renfrew;ON;Ontario;45.4717;-76.6831;8223;643.4
Coaldale;AB;Alberta;49.7333;-112.6167;8215;1028.5
Portugal Cove-St. Philip's;NL;Newfoundland and Labrador;47.6272;-52.8506;8147;128.4
Zorra;ON;Ontario;43.15;-80.95;8138;15.4
